line_cd,company_cd,line_name,line_name_k,line_name_h,line_name_r,line_name_zh,line_name_ko,line_color_c,line_color_t,line_type,line_symbol_primary,line_symbol_secondary,line_symbol_extra,line_symbol_primary_color,line_symbol_secondary_color,line_symbol_extra_color,line_symbol_primary_shape,line_symbol_secondary_shape,line_symbol_extra_shape,lon,lat,zoom,e_status,e_sort
22010,12,西武国分寺線,セイブコクブンジセン,西武国分寺線,Seibu Kokubunji Line,西武国分寺线,세이부 고쿠분지선,00BB00,緑,2,SK,,,00BB00,,,HALF_SQUARE_DARK_TEXT,,,139.467741,35.7306282,13,0,22010
22011,12,西武多摩湖線,セイブタマコセン,西武多摩湖線,Seibu Tamako Line,西武多摩湖线,세이부 다마코선,FFA500,オレンジ,2,ST,,,FFA500,,,HALF_SQUARE_DARK_TEXT,,,139.4685092,35.74104813,13,0,22011
22012,12,西武多摩川線,セイブタマガワセン,西武多摩川線,Seibu Tamagawa Line,西武多摩川线,세이부 다마가와선,F17900,オレンジ,2,SW,,,F17900,,,HALF_SQUARE_DARK_TEXT,,,139.5135317,35.67702828,13,0,22012
23001,13,京成本線,ケイセイホンセン,京成本線,Keisei Main Line,京成本线,게이세이 본선,005AAA,紺,2,KS,,,005AAA,,,KEISEI,,,140.0722625,35.72628887,10,0,23001
23002,13,京成押上線,ケイセイオシアゲセン,京成押上線,Keisei Oshiage Line,京成押上线,게이세이 오시아게선,F172AC,ピンク,2,KS,A,,005AAA,E85298,,KEISEI,ROUND,,139.8417658,35.73700035,13,0,23002
23003,13,京成金町線,ケイセイカナマチセン,京成金町線,Keisei Kanamachi Line,京成金町线,게이세이 가나마치선,005AAA,紺,2,KS,,,005AAA,,,KEISEI,,,139.8685851,35.76122201,14,0,23003
23004,13,京成千葉線,ケイセイチバセン,京成千葉線,Keisei Chiba Line,京成千叶线,게이세이 지바선,AA5E51,茶,2,KS,,,005AAA,,,KEISEI,,,140.0661343,35.65068345,12,0,23004
23005,13,京成千原線,ケイセイチハラセン,京成千原線,Keisei Chihara Line,京成千原线,게이세이 지하라선,AA5E51,茶,2,KS,,,005AAA,,,KEISEI,,,140.1401424,35.57885231,12,0,23005
23006,13,成田スカイアクセス,ナリタスカイアクセス,京成成田空港線,Keisei Narita Airport Line,京成成田机场线,게이세이 나리타 공항선,FF6600,オレンジ,2,KS,HS,,005AAA,3333FF,,KEISEI,KEISEI,,140.04558,35.7834747,10,0,23006
24001,14,京王線,ケイオウセン,京王線,Keio Line,京王线,게이오선,CA0073,チェリーレッド,2,KO,,,CA0073,,,KEIO,,,139.5335769,35.67836429,11,0,24001
24002,14,京王相模原線,ケイオウサガミハラセン,京王相模原線,Keio Sagamihara Line,京王相模原线,게이오 사가미하라선,CA0073,チェリーレッド,2,KO,,,CA0073,,,KEIO,,,139.4375162,35.625847,12,0,24002
24003,14,京王高尾線,ケイオウタカオセン,京王高尾線,Keio Takao Line,京王高尾线,게이오 다카오선,CA0073,チェリーレッド,2,KO,,,CA0073,,,KEIO,,,139.3084367,35.6433159,13,0,24003
24004,14,京王競馬場線,ケイオウケイバジョウセン,京王競馬場線,Keio Keibajo Line,京王竞马场线,게이오 게이바조선,CA0073,チェリーレッド,2,KO,,,CA0073,,,KEIO,,,139.489623,35.66894537,14,0,24004
24005,14,京王動物園線,ケイオウドウブツエンセン,京王動物園線,Keio Dobutsuen Line,京王动物园线,게이오 도부쓰엔선,CA0073,チェリーレッド,2,KO,,,CA0073,,,KEIO,,,139.4099916,35.65746175,14,0,24005
24006,14,京王井の頭線,ケイオウイノガシラセン,京王井の頭線,Keio Inokashira Line,京王井之头线,게이오 이노카시라선,000088,インディゴブルー,2,IN,,,000088,,,KEIO,,,139.6349878,35.67668499,12,0,24006
24007,14,京王新線,ケイオウシンセン,京王新線,Keio New Line,京王新线,게이오 신선,CA0073,チェリーレッド,2,KO,,,CA0073,,,KEIO,,,139.6852505,35.68049853,14,0,24007
25001,15,小田急線,オダキュウセン,小田急小田原線,Odakyu Line,小田急线,오다큐선,2F79BC,ブルー,2,OH,,,2F79BC,,,ODAKYU,,,139.4347754,35.52853524,11,0,25001
25002,15,小田急江ノ島線,オダキュウエノシマセン,小田急江ノ島線,Odakyu Enoshima Line,小田急江之岛线,오다큐 에노시마선,2D8BD0,ブルー,2,OE,OH,,2F79BC,2F79BC,,ODAKYU,ODAKYU,,139.4497755,35.4357481,11,0,25002
25003,15,小田急多摩線,オダキュウタマセン,小田急多摩線,Odakyu Tama Line,小田急多摩线,오다큐 다마선,2D8BD0,ブルー,2,OT,OH,,2F79BC,2F79BC,,ODAKYU,ODAKYU,,139.4602937,35.61945835,13,0,25003
26001,16,東急東横線,トウキュウトウヨコセン,東急東横線,Tokyu Toyoko Line,东急东横线,도큐 도요코선,EE0011,赤,2,TY,,,EE0011,,,REVERSED_SQUARE,,,139.668326,35.58608049,11,0,26001
26002,16,東急目黒線,トウキュウメグロセン,東急目黒線,Tokyu Meguro Line,东急目黑线,도큐 메구로선,2C94B6,水色,2,MG,,,2C94B6,,,REVERSED_SQUARE,,,139.6783513,35.60375543,13,0,26002
26003,16,東急田園都市線,トウキュウデンエントシセン,東急田園都市線,Tokyu Den-en-toshi Line,东急田园都市线,도큐 덴엔토시선,018D54,緑,2,DT,,,018D54,,,REVERSED_SQUARE,,,139.5846592,35.58324215,11,0,26003
26004,16,東急大井町線,トウキュウオオイマチセン,東急大井町線,Tokyu Oimachi Line,东急大井町线,도큐 오이마치선,FD9A3D,オレンジ,2,OM,,,FD9A3D,,,REVERSED_SQUARE,,,139.6753762,35.60702724,12,0,26004
26005,16,東急池上線,トウキュウイケガミセン,東急池上線,Tokyu Ikegami Line,东急池上线,도큐 이케가미선,DE65B0,ピンク,2,IK,,,DE65B0,,,REVERSED_SQUARE,,,139.7062394,35.59393651,13,0,26005
26006,16,東急多摩川線,トウキュウタマガワセン,東急多摩川線,Tokyu Tamagawa Line,东急多摩川线,도큐 다마가와선,A3016E,ワイン,2,TM,,,A3016E,,,REVERSED_SQUARE,,,139.6874327,35.57244164,13,0,26006
26007,16,東急世田谷線,トウキュウセタガヤセン,東急世田谷線,Tokyu Setagaya Line,东急世田谷线,도큐 세타가야선,FCC70D,黄色,4,SG,,,FCC70D,,,REVERSED_SQUARE_DARK_TEXT,,,139.6525419,35.65319678,14,0,26007
26008,16,東急こどもの国線,トウキュウコドモノクニセン,東急こどもの国線,Tokyu Kodomonokuni Line,东急子供之国线,도큐 고도모노쿠니선,0068B7,青,2,KD,,,0068B7,,,REVERSED_SQUARE,,,139.4878591,35.54810976,14,0,26008
26009,16,東急新横浜線,トウキュウシンヨコハマセン,東急新横浜線,Tokyu Shin-yokohama Line,东急新横滨线,도큐 신요코하마선,890D84,紫,2,SH,,,890D84,,,REVERSED_SQUARE,,,139.636167,35.536639,13,0,26009
27001,17,京急本線,ケイキュウホンセン,京急本線,Keikyu Main Line,京急本线,게이큐 본선,00CCFF,水色,2,KK,A,,00CCFF,E85298,,KEIKYU,,,139.6654216,35.47001317,10,0,27001
27002,17,京急空港線,ケイキュウクウコウセン,京急空港線,Keikyu Airport Line,京急机场线,게이큐 공항선,00A53D,緑,2,KK,,,00CCFF,,,KEIKYU,,,139.7497837,35.55500125,13,0,27002
27003,17,京急大師線,ケイキュウダイシセン,京急大師線,Keikyu Daishi Line,京急大师线,게이큐 다이시선,716F70,グレー,2,KK,,,00CCFF,,,KEIKYU,,,139.7233,35.5356905,14,0,27003
27004,17,京急逗子線,ケイキュウズシセン,京急逗子線,Keikyu Zushi Line,京急逗子线,게이큐 즈시선,716F70,グレー,2,KK,,,00CCFF,,,KEIKYU,,,139.5988512,35.31470435,13,0,27004
27005,17,京急久里浜線,ケイキュウクリハマセン,京急久里浜線,Keikyu Kurihama Line,京急久里滨线,게이큐 구리하마선,716F70,グレー,2,KK,,,00CCFF,,,KEIKYU,,,139.6682823,35.2287079,12,0,27005
28001,18,銀座線,ギンザセン,東京メトロ銀座線,Ginza Line,银座线,긴자선,F39700,オレンジ,3,G,,,F39700,,,ROUND,,,139.7572081,35.68646095,13,0,28001
28002,18,丸ノ内線,マルノウチセン,東京メトロ丸ノ内線,Marunouchi Line,丸之内线,마루노우치선,E60012,レッド,3,M,Mb,,E60012,E60012,,ROUND,ROUND,,139.7004366,35.70518514,12,0,28002
28003,18,日比谷線,ヒビヤセン,東京メトロ日比谷線,Hibiya Line,日比谷线,히비야선,9CAEB7,シルバー,3,H,,,9CAEB7,,,ROUND,,,139.7679001,35.69469234,12,0,28003
28004,18,東西線,トウザイセン,東京メトロ東西線,Tozai Line,东西线,도자이선,00A7DB,スカイブルー,3,T,,,00A7DB,,,ROUND,,,139.8154913,35.68326533,11,0,28004
28005,18,千代田線,チヨダセン,東京メトロ千代田線,Chiyoda Line,千代田线,지요다선,009944,グリーン,3,C,,,009944,,,ROUND,,,139.7558612,35.72301167,12,0,28005
28006,18,有楽町線,ユウラクチョウセン,東京メトロ有楽町線,Yurakucho Line,有乐町线,유라쿠초선,C1A470,ゴールド,3,Y,,,C1A470,,,ROUND,,,139.7042043,35.73316552,11,0,28006
28008,18,半蔵門線,ハンゾウモンセン,東京メトロ半蔵門線,Hanzomon Line,半藏门线,한조몬선,9B7CB6,パープル,3,Z,,,9B7CB6,,,ROUND,,,139.7652271,35.68813211,12,0,28008
28009,18,南北線,ナンボクセン,東京メトロ南北線,Namboku Line,南北线,난보쿠선,00ADA9,エメラルド,3,N,,,00ADA9,,,ROUND,,,139.7343319,35.71029972,12,0,28009
28010,18,副都心線,フクトシンセン,東京メトロ副都心線,Fukutoshin Line,副都心线,후쿠토신선,BB641D,ブラウン,3,F,,,BB641D,,,ROUND,,,139.6866635,35.73144201,12,0,28010
29001,19,相鉄本線,ソウテツホンセン,相鉄本線,Sotetsu Main Line,相铁本线,소테쓰 본선,EB8020,オレンジ,2,SO,,,0967B4,,,REVERSED_SQUARE,,,139.5091433,35.46560375,11,0,29001
29002,19,相鉄いずみ野線,ソウテツイズミノセン,相鉄いずみ野線,Sotetsu Izumino Line,相铁泉野线,소테쓰 이즈미노선,0967B4,青,2,SO,,,0967B4,,,REVERSED_SQUARE,,,139.4964929,35.43154135,13,0,29002
29003,19,相鉄・JR直通線,ソウテツ・ジェイアールチョクツウセン,相鉄・JR直通線,Sotetsu-JR Link Line,相铁·JR直通线,소테츠·JR직통선,246EC1,青,2,SO,JS,JA,0967B4,E31F26,00B48D,REVERSED_SQUARE,SQUARE,SQUARE,139.5522708,35.57659819,11,0,29003
30001,20,名鉄名古屋本線,メイテツナゴヤホンセン,名鉄名古屋本線,Meitetsu Nagoya Main Line,名古屋本线,나고야 본선,FF0000,赤,2,NH,,,FF0000,,,HALF_SQUARE,,,137.0464891,35.09024466,10,0,30001
30002,20,名鉄豊川線,メイテツトヨカワセン,名鉄豊川線,Meitetsu Toyokawa Line,丰川线,도요카와 선,FF0000,赤,2,TK,NH,,FF0000,FF0000,,HALF_SQUARE,HALF_SQUARE,,137.3620843,34.82916687,13,0,30002
30003,20,名鉄西尾線,メイテツニシオセン,名鉄西尾線,Meitetsu Nishio Line,西尾线,니시오 선,339999,エメラルド,2,GN,NH,,339999,FF0000,,HALF_SQUARE,HALF_SQUARE,,137.07579,34.89567965,11,0,30003
30004,20,名鉄蒲郡線,メイテツガマゴオリセン,名鉄蒲郡線,Meitetsu Gamagori Line,蒲郡线,가마고리 선,339999,エメラルド,2,GN,NH,,339999,FF0000,,HALF_SQUARE,HALF_SQUARE,,137.1490535,34.83015508,12,0,30004
30005,20,名鉄三河線,メイテツミカワセン,名鉄三河線,Meitetsu Mikawa Line,三河线,미카와 선,000066,紺,2,MY,NH,,000066,FF0000,,HALF_SQUARE,HALF_SQUARE,,137.0397446,35.0278918,11,0,30005
30006,20,名鉄豊田線,メイテツトヨタセン,名鉄豊田線,Meitetsu Toyota Line,丰田线,도요타 선,00FF00,黄緑,2,TT,MY,,00FF00,000066,,HALF_SQUARE,HALF_SQUARE,,137.0949593,35.12029624,12,0,30006
30007,20,名鉄空港線,メイテツクウコウセン,名鉄空港線,Meitetsu Airport Line,机场线,쿠코 선,0033FF,青,2,TA,NH,,0033FF,FF0000,,HALF_SQUARE,HALF_SQUARE,,136.8275426,34.87838959,13,0,30007
30008,20,名鉄常滑線,メイテツトコナメセン,名鉄常滑線,Meitetsu Tokoname Line,常滑线,도코나메 선,0033FF,青,2,TA,NH,,0033FF,FF0000,,HALF_SQUARE,HALF_SQUARE,,136.8720209,35.05218409,11,0,30008
30009,20,名鉄河和線,メイテツコウワセン,名鉄河和線,Meitetsu Kowa Line,河和线,고와 선,33FFFF,水色,2,KC,TA,,33FFFF,0033FF,,HALF_SQUARE,HALF_SQUARE,,136.9060466,34.92375177,11,0,30009
30010,20,名鉄知多新線,メイテツチタシンセン,名鉄知多新線,Meitetsu Chitashin Line,知多新线,지타 신선,33FFFF,水色,2,KC,TA,,33FFFF,0033FF,,HALF_SQUARE,HALF_SQUARE,,136.8807923,34.80481608,12,0,30010
30011,20,名鉄築港線,メイテツチッコウセン,名鉄築港線,Meitetsu Chikko Line,筑港线,짓코 선,0033FF,青,2,CH,TA,,0033FF,0033FF,,HALF_SQUARE,HALF_SQUARE,,136.9056632,35.0918768,14,0,30011
30012,20,名鉄瀬戸線,メイテツセトセン,名鉄瀬戸線,Meitetsu Seto Line,濑户线,세토 선,990099,紫,2,ST,,,990099,,,HALF_SQUARE,,,136.9925433,35.20783035,11,0,30012
30013,20,名鉄津島線,メイテツツシマセン,名鉄津島線,Meitetsu Shima Line,津岛线,쓰시마 선,FF9933,オレンジ,2,TB,NH,,FF9933,FF0000,,HALF_SQUARE,HALF_SQUARE,,136.778182,35.19835631,12,0,30013
30014,20,名鉄尾西線,メイテツビサイセン,名鉄尾西線,Meitetsu Bisai Line,尾西线,비사이 선,FF9933,オレンジ,2,TB,BS,NH,FF9933,FF9933,FF0000,HALF_SQUARE,HALF_SQUARE,HALF_SQUARE,136.7443573,35.24366672,11,0,30014
30015,20,名鉄犬山線,メイテツイヌヤマセン,名鉄犬山線,Meitetsu Inuyama Line,犬山线,이누야마 선,006633,緑,2,IY,NH,,006633,FF0000,,HALF_SQUARE,HALF_SQUARE,,136.8898647,35.31165711,11,0,30015
30016,20,名鉄各務原線,メイテツカカミガハラセン,名鉄各務原線,Meitetsu Kagamihara Line,各务原线,가카미가하라 선,006633,緑,2,KG,IY,,006633,006633,,HALF_SQUARE,HALF_SQUARE,,136.8532538,35.40320428,12,0,30016
30017,20,名鉄広見線,メイテツヒロミセン,名鉄広見線,Meitetsu Hiromi Line,广见线,히로미 선,006633,緑,2,HM,IY,,006633,006633,,HALF_SQUARE,HALF_SQUARE,,137.0289762,35.41784153,12,0,30017
30018,20,名鉄小牧線,メイテツコマキセン,名鉄小牧線,Meitetsu Komaki Line,小牧线,고마키 선,FFCCFF,ピンク,2,KM,IY,,FFCCFF,006633,,HALF_SQUARE,HALF_SQUARE,,136.9396133,35.29631352,12,0,30018
30019,20,犬山モノレール,イヌヤマモノレール,名鉄モンキーパークモノレール線,Inuyama Monorail,,,808080,グレー,5,,,,,,,,,,136.9511615,35.39061782,15,2,30019
30020,20,名鉄竹鼻線,メイテツタケハナセン,名鉄竹鼻線,Meitetsu Takehana Line,竹鼻线,다케하나 선,CC6633,茶,2,TH,NH,,CC6633,FF0000,,HALF_SQUARE,HALF_SQUARE,,136.7325031,35.34935108,13,0,30020
30021,20,名鉄羽島線,メイテツハシマセン,名鉄羽島線,Meitetsu Hashima Line,羽岛线,하시마 선,CC6633,茶,2,TH,NH,,CC6633,FF0000,,HALF_SQUARE,HALF_SQUARE,,136.693134,35.31404976,14,0,30021
31001,21,近鉄難波線,キンテツナンバセン,近鉄難波線,Kintetsu Namba Line,,,008000,緑,2,A,,,d21644,,,KINTETSU,,,135.5271582,34.66336378,12,0,31001
31002,21,近鉄橿原線,キンテツカシハラセン,近鉄橿原線,Kintetsu Kashihara Line,,,DEA83F,紫,2,B,,,FAB202,,,KINTETSU,,,135.7855105,34.59665269,11,0,31002
31003,21,近鉄南大阪線,キンテツミナミオオサカセン,近鉄南大阪線,Kintetsu Minami-Osaka Line,,,FF1493,ピンク,2,F,,,028E46,,,KINTETSU,,,135.653052,34.57245205,11,0,31003
31004,21,近鉄養老線,キンテツヨウロウセン,近鉄養老線,Kintetsu Yoro Line,,,228b22,グレー,2,,,,,,,,,,136.6320124,35.25923222,10,2,31004
31005,21,近鉄大阪線,キンテツオオサカセン,近鉄大阪線,Kintetsu Osaka Line,,,4694d1,青,2,D,,,4694d1,,,KINTETSU,,,135.872054,34.61556505,10,0,31005
31006,21,近鉄伊賀線,キンテツイガセン,近鉄伊賀線,Kintetsu Iga Line,,,808080,グレー,2,,,,,,,,,,136.1392827,34.73336053,12,2,31006
31007,21,近鉄吉野線,キンテツヨシノセン,近鉄吉野線,Kintetsu Yoshino Line,,,339932,緑,2,F,,,028E46,,,KINTETSU,,,135.794504,34.42943968,12,0,31007
31008,21,近鉄湯の山線,キンテツユノヤマセン,近鉄湯の山線,Kintetsu Yunoyama Line,,,339932,緑,2,K,,,153F97,,,KINTETSU,,,136.5443642,34.99419291,12,0,31008
31009,21,近鉄山田線,キンテツヤマダセン,近鉄山田線,Kintetsu Yamada Line,,,003399,青,2,M,,,00b3c1,,,KINTETSU,,,136.5903378,34.56980041,11,0,31009
31010,21,近鉄鳥羽線,キンテツトバセン,近鉄鳥羽線,Kintetsu Toba Line,,,339932,緑,2,M,,,00b3c1,,,KINTETSU,,,136.7727458,34.4838102,12,0,31010
31011,21,近鉄天理線,キンテツテンリセン,近鉄天理線,Kintetsu Tenri Line,,,339932,緑,2,H,,,FAB202,,,KINTETSU,,,135.8037012,34.602763,13,0,31011
31012,21,近鉄道明寺線,キンテツドウミョウジセン,近鉄道明寺線,Kintetsu Domyoji Line,,,1B904A,緑,2,N,,,028E46,,,KINTETSU,,,135.6220294,34.58011802,14,0,31012
31013,247,内部線,ウツベセン,内部線,Utsube Line,,,003399,青,2,,,,,,,,,,136.6051365,34.94951463,13,0,31013
31014,247,八王子線,ハチオウジセン,八王子線,Hachioji Line,,,003399,青,2,,,,,,,,,,136.6077976,34.95820819,14,0,31014
31015,21,近鉄志摩線,キンテツシマセン,近鉄志摩線,Kintetsu Shima Line,,,FF00FF,ピンク,2,M,,,00B3C1,,,KINTETSU,,,136.8269031,34.40319761,11,0,31015
31016,21,近鉄生駒線,キンテツイコマセン,近鉄生駒線,Kintetsu Ikoma Line,,,F6160D,赤,2,G,,,d21644,,,KINTETSU,,,135.7029186,34.65409575,13,0,31016
31017,21,近鉄田原本線,キンテツタワラモトセン,近鉄田原本線,Kintetsu Tawaramoto Line,,,003399,青,2,I,,,FAB202,,,KINTETSU,,,135.743514,34.57463758,13,0,31017
31018,21,近鉄御所線,キンテツゴセセン,近鉄御所線,Kintetsu Gose Line,,,F6160D,赤,2,P,,,028E46,,,KINTETSU,,,135.7248733,34.48800185,13,0,31018
31019,21,近鉄鈴鹿線,キンテツスズカセン,近鉄鈴鹿線,Kintetsu Suzuka Line,,,FF9900,オレンジ,2,L,,,153F97,,,KINTETSU,,,136.5827958,34.87798499,13,0,31019
31020,21,近鉄奈良線,キンテツナラセン,近鉄奈良線,Kintetsu Nara Line,,,B33249,緑,2,A,,,d21644,,,KINTETSU,,,135.6903788,34.68769268,11,0,31020
31021,21,近鉄信貴線,キンテツシギセン,近鉄信貴線,Kintetsu Shigi Line,,,339932,緑,2,J,,,4694d1,,,KINTETSU,,,135.632634,34.62506252,14,0,31021
31022,21,近鉄長野線,キンテツナガノセン,近鉄長野線,Kintetsu Nagano Line,,,003399,青,2,O,,,028E46,,,KINTETSU,,,135.5986759,34.50049475,12,0,31022
31023,21,近鉄けいはんな線,キンテツケイハンナセン,近鉄けいはんな線,Kintetsu Keihanna Line,,,019A66,緑,2,C,,,32cd32,,,KINTETSU,,,135.6758638,34.69894594,12,0,31023
31024,21,西信貴ケーブル,ニシシギケーブル,近鉄西信貴鋼索線,Nishishigi Cable,,,dddddd,グレー,0,Z,,,dd9966,,,KINTETSU,,,135.647956,34.61767063,15,0,31024
31025,21,近鉄京都線,キンテツキョウトセン,近鉄京都線,Kintestu Kyoto Line,,,DEA83F,紫,2,B,,,FAB202,,,KINTETSU,,,135.7855993,34.85398933,11,0,31025
31026,21,生駒ケーブル,イコマケーブル,近鉄生駒鋼索線,Ikoma Cable,,,AA8861,グレー,0,Y,,,dd9966,,,KINTETSU,,,135.688804,34.6858188,14,0,31026
31027,21,近鉄名古屋線,キンテツナゴヤセン,近鉄名古屋線,Kintetsu Nagoya Line,,,5E34F8,紫,2,E,,,153F97,,,KINTETSU,,,136.643873,34.94306111,10,0,31027
32001,22,南海本線,ナンカイホンセン,南海本線,Nankai Main Line,,,3366CC,青,2,NK,,,000000,,,NANKAI,,,135.3620307,34.49540979,10,0,32001
32002,22,南海空港線,ナンカイクウコウセン,南海空港線,Nankai Airport Line,,,996699,紫,2,NK,,,000000,,,NANKAI,,,135.2840674,34.42306792,12,0,32002
32003,22,南海和歌山港線,ナンカイワカヤマコウセン,南海和歌山港線,Nankai Wakayamako Line,,,3366CC,青,2,NK,,,000000,,,NANKAI,,,135.1551397,34.23138086,13,0,32003
32004,22,南海高師浜線,ナンカイタカシノハマセン,南海高師浜線,Nankai Takashinohama Line,,,3366CC,青,2,NK,,,000000,,,NANKAI,,,135.4387343,34.53069292,15,0,32004
32005,22,南海加太線,ナンカイカダセン,南海加太線,Nankai Kada Line,,,3366CC,青,2,NK,,,000000,,,NANKAI,,,135.1256245,34.26437499,12,0,32005
32006,22,南海多奈川線,ナンカイタナガワセン,南海多奈川線,Nankai Tanagawa Line,,,3366CC,青,2,NK,,,000000,,,NANKAI,,,135.1448043,34.31836786,14,0,32006
32007,22,南海高野線,ナンカイコウヤセン,南海高野線,Nankai Koya Line,,,009900,緑,2,NK,,,000000,,,NANKAI,,,135.5432731,34.46533853,9,0,32007
32008,22,南海高野山ケーブル,ナンカイコウヤサンケーブル,南海高野山ケーブル,Nankai Koyasan Cable,,,009900,緑,0,NK,,,000000,,,NANKAI,,,135.5799343,34.23156624,15,0,32008
32009,22,南海汐見橋線,ナンカイシオミバシセン,南海汐見橋線,Nankai Shiomibashi Line,,,009900,緑,2,NK,,,000000,,,NANKAI,,,135.4864027,34.64835159,13,0,32009
33001,23,京阪本線,ケイハンホンセン,京阪本線,Keihan Main Line,,,66CC33,黄緑,2,KH,,,1d2088,,,KEIHAN,,,135.6705644,34.84957679,10,0,33001
33002,23,京阪宇治線,ケイハンウジセン,京阪宇治線,Keihan Uji Line,,,00AE00,緑,2,KH,,,1d2089,,,KEIHAN,,,135.7868899,34.91898738,13,0,33002
33003,23,京阪交野線,ケイハンカタノセン,京阪交野線,Keihan Katano Line,,,00AE00,緑,2,KH,,,1d2090,,,KEIHAN,,,135.6678686,34.79400316,13,0,33003
33004,23,京阪鴨東線,ケイハンオウトウセン,京阪鴨東線,Keihan Oto Line,,,00AE00,緑,2,KH,,,1d2091,,,KEIHAN,,,135.772187,35.02313234,14,0,33004
33005,23,石清水八幡宮参道ケーブル,イワシミズハチマングウサンドウケーブル,京阪鋼索線,Iwashimizuhachiman Sando Cable,,,DBA75A,オレンジ,0,,,,,,,,,,135.6997063,34.88334886,16,0,33005
33006,23,京阪石山坂本線,ケイハンイシヤマサカモトセン,京阪石山坂本線,Keihan Ishiyama Sakamoto Line,,,009933,グリーン,4,OT,,,1d2091,,,KEIHAN,,,135.8736875,35.02135481,12,0,33006
33007,23,京阪京津線,ケイハンケイシンセン,京阪京津線,Keihan Keishin Line,,,FFCC00,黄色,4,OT,T,,1d2091,FF4500,,KEIHAN,REVERSED_ROUND,,135.8351757,35.00559948,13,0,33007
33008,23,京阪中之島線,ケイハンナカノシマセン,京阪中之島線,Keihan Nakanoshima Line,,,00AE00,緑,2,KH,,,1d2088,,,KEIHAN,,,135.5004281,34.69339585,14,0,33008
34001,24,阪急神戸本線,ハンキュウコウベホンセン,阪急神戸本線,Hankyu Kobe Main Line,,,0000FF,青,2,HK,,,007ac4,,,HANKYU,,,135.3535625,34.73581893,11,0,34001
34002,24,阪急宝塚本線,ハンキュウタカラヅカホンセン,阪急宝塚本線,Hankyu Takarazuka Main Line,,,FF00CC,黄緑,2,HK,,,f26627,,,HANKYU,,,135.4343471,34.78606114,12,0,34002
34003,24,阪急京都本線,ハンキュウタカラヅカホンセン,阪急京都本線,Hankyu Kyoto Main Line,,,33CC00,緑,2,HK,,,2a9b50,,,HANKYU,,,135.6107341,34.86050585,10,0,34003
34004,24,阪急今津線,ハンキュウイマヅセン,阪急今津線,Hankyu Imazu Line,,,0000FF,青,2,HK,,,007ac4,,,HANKYU,,,135.3546653,34.77069205,13,0,34004
34005,24,阪急甲陽線,ハンキュウコウヨウセン,阪急甲陽線,Hankyu Koyo Line,,,0000FF,青,2,HK,,,007ac4,,,HANKYU,,,135.3287615,34.75283869,14,0,34005
34006,24,阪急伊丹線,ハンキュウイタミセン,阪急伊丹線,Hankyu Itami Line,,,0000FF,青,2,HK,,,007ac4,,,HANKYU,,,135.4146048,34.77006123,14,0,34006
34007,24,阪急箕面線,ハンキュウミノオセン,阪急箕面線,Hankyu Mino Line,,,FF00CC,黄緑,2,HK,,,f26627,,,HANKYU,,,135.4602157,34.82297851,14,0,34007
34008,24,阪急千里線,ハンキュウセンリセン,阪急千里線,Hankyu Senri Line,,,33CC00,緑,2,HK,K,,2a9b50,814721,,HANKYU,REVERSED_ROUND,,135.5133937,34.77089106,12,0,34008
34009,24,阪急嵐山線,ハンキュウアラシヤマセン,阪急嵐山線,Hankyu Arashiyama Line,,,33CC00,緑,2,HK,,,2a9b50,,,HANKYU,,,135.6910954,34.99649849,14,0,34009
35001,25,阪神本線,ハンシンホンセン,阪神本線,Hanshin Main Line,,,FFA00E,オレンジ,2,HS,,,1f64b1,,,HANSHIN,,,135.3388145,34.72713809,11,0,35001
35002,25,阪神なんば線,ハンシンナンバセン,阪神なんば線,Hanshin Namba Line,,,6BB5E6,水色,2,HS,,,1f64b1,,,HANSHIN,,,135.454218,34.69437586,13,0,35002
35003,25,阪神武庫川線,ハンシンムコガワセン,阪神武庫川線,Hanshin Mukogawa Line,,,4A74B0,青,2,HS,,,1f64b1,,,HANSHIN,,,135.3792246,34.71224333,15,0,35003
